kode_existing;nama_toko;brand_kompetitor;alamat;lat;lng;sumber_data;catatan
R31872;TOKO SEMBAKO ASRI 2;TKO;JL MASAR;-6.1744487;106.7467687;Internal;
R31905;TOKO ELAN;TKO;JL KH HASYIM;-6.1798364;106.7318349;Internal;
R32029;TOKO YADI;TKO;JL KEDOYA SELATAN;-6.201767;106.760758;Internal;
R32202;TOKO SUCI AGUNG;TKO;JL MERUYA SELATAN MANUNGGAL;-6.2057933;106.7414159;Internal;
R32204;TOKO SANJAYA 2;TKO;JL KH AJA;-6.2024413;106.7428546;Internal;
R32324;TOKO SINTA;TKO;JL KEMBANGAN KEREP;-6.1886725;106.7419157;Internal;
R32336;TOKO ADIF;TKO;JL KWMNANGAN;-6.2154648;106.7261681;Internal;
R32338;TOKO UDE BAROKAH;TKO;JL SALO 40;-6.21088;106.734471;Internal;
R32340;WARUNG DISIKA;TKO;JL BASMOL RAYA;-6.2051839;106.7371801;Internal;
R32412;TOKO ICANG MADURA;TKO;JL KEMBANGAN RAYA;-6.1844321;106.7348264;Internal;
R32515;MADURA YUDI;TKO;JL H MERIN;-6.2069948;106.7363948;Internal;
R32517;TOKO LIA;TKO;JL KEMBANG KENCANA SAMPING GWDUNG;-6.1920932;106.7431925;Internal;
R32761;TOKO ARETA;TKO;JL PURI KEMBANGAN;-6.1840431;106.7553207;Internal;
R32989;WARUMG SUCI;TKO;JL MANUNGGAL;-6.20586;106.7413764;Internal;
R33015;TOKO BU ENA;TKO;JL KASAM;-6.208708;106.7365978;Internal;
R33079;TOKO UDI;TKO;JL AL FALAH;-6.197482;106.7347888;Internal;
R33095;TOKO AFGAN;TKO;JL PENYELESAIAN TOMANG;-6.1976936;106.7304955;Internal;
R33376;TOKO BUNGA;TKO;JL WIJAYA KUSUMA;-6.1975451;106.7440235;Internal;
R33379;TOKO SOLIE;TKO;JL WIJAYA KUSUMA;-6.209463;106.736772;Internal;
R33430;TOKO WILDAN;TKO;JL KH HASYIM;-6.1791363;106.7316764;Internal;
R33431;TOKO AIMAN 2;TKO;JL KH HASYIM;-6.1804513;106.7318081;Internal;
R34378;TOKO SUMBER AIR;TKO;JL KEMBANGAN UTARA;-6.182482;106.7518159;Internal;
R34433;TOKO WIJAYA;TKO;JLKEMBANGAN BARU;-6.1760817;106.732131;Internal;
R34692;WARUNG MADURA;TKO;JL KEMBANGAN;-6.1784804;106.7349257;Internal;
R34772;WARUNG BAPAK OLIK;TKO;Jl. Duri Mas 1 Ujung;-6.1592237;106.6873816;Internal;
R34791;TOKO BUAH;TKO;JL MERUYA;-6.20244;106.7428546;Internal;
R34811;TOKO DENI;TKO;JL DANN MOGOT;-6.2156441;106.7369801;Internal;
R34833;TOKO MAMA;TKO;JL KEMBANGAN RAYA;-6.1984081;106.7560919;Internal;
R34834;TOKO EKA 2;TKO;JL MERUYA ILIR;-6.1976283;106.7450463;Internal;
R34838;TOKO MPOK LIA;TKO;JL MERUYA ILIR;-6.1920569;106.7433015;Internal;
R35009;TOKO IPAN;TKO;JL KEMBANGAN;-6.197482;106.7347888;Internal;
R35097;TOKO RAFFA GUN;TKO;JL ADAM;-6.20796;106.7576917;Internal;
R35101;RUMAH DEASY ISYANA;TKO;JL ASEM RAYA NO 10A RT 07 RW 08;-6.1755232;106.7487858;Internal;
R35147;TOKO ANGGI;TKO;JL. DARMA WANITA 3;-6.1763251;106.7338271;Internal;
R35172;WARUNG SEMBAKO BUNGINYARAT;TKO;JL KELIK NO 27;-6.1834629;106.7592083;Internal;
R35213;TOKO BU FATIMAH HO;TKO;JL. RUKAN TAMAN MERUYA;-6.1919583;106.7408667;Internal;
R35238;TOKO DUA PUTRI;TKO;JL MANUNGGAL;-6.2067817;106.7419883;Internal;
R35239;WARUNG KHOLILAH;TKO;JL MANUNGGAL;-6.2082917;106.74178;Internal;
R35257;WARUNG HABIB;TKO;JL MASJID AL ALAWIYAH;-6.20796;106.7576917;Internal;
R35258;TOKO SEMBAKO PURNAMA;TKO;JL SRENGSENG RAYA;-6.20873;106.758795;Internal;
R35259;TOKO HAJI NAIM;TKO;JL SRENGSENG RAYA;-6.2070199;106.7585965;Internal;
R35262;TOKO ABIT AYU 1;TKO;JL KEDOYA UTARA;-6.1706838;106.7515428;Internal;
R35263;TOKO MADURA NONO;TKO;JL KEMBANGAN UTARA;-6.1695267;106.750075;Internal;
R35267;TOKO ALFARIZI;TKO;JL KASAM 1;-6.209318;106.73679;Internal;
R35268;TOKO LUKMAN;TKO;JL HASIM;-6.209463;106.736772;Internal;
R35270;TOKO HUSNI;TKO;GG. MASJID NURUL IMAN;-6.1850305;106.7276619;Internal;
R35271;TOKO HERMAN;TKO;JL GG MESJID NURUL;-6.1860827;106.7245953;Internal;
R35282;NASI UDUK WAWA;TKO;JL. LAPANGAN BOLA 2;-6.201767;106.760758;Internal;
R35284;TOKO ROYAL;TKO;JL. PENYELESAIAN TOMANG 2;-6.19851;106.730685;Internal;
R35285;TOKO SUMBER REZEKI 02;TKO;JL MASJID AL IHSAN;-6.197872;106.729823;Internal;
R35291;TOKO RISYA;TKO;JL. PUTRI TUNGGAL 2;-6.213234;106.728512;Internal;
R35292;TOKO SRMBAKO NAIDI;TKO;JL BUNGA 2;-6.21305;106.728007;Internal;
R35293;TOKO FAIZI;TKO;JL. PUTRI TUNGGAL II;-6.212446;106.728132;Internal;
R35308;TOKO OIN;TKO;JL. KP BARU;-6.167952;106.75066;Internal;
R36035;WARUNG SYAFIQ;TKO;jl kyiai hasyim;-6.21566;106.749955;Internal;
R36157;TOKO FAHMI;TKO;jl h kasam no 7;-6.2087687;106.7361256;Internal;
R36294;TOKO DEA 2;TKO;kh jl joglo raya gang sawo no 37;-6.2172337;106.7501762;Internal;
R6162;TOKO FAIZ;TKO;//JL KP SALO RT07 RW04 KEMBANGAN UTARA;-6.1633665;106.7539551;Internal;
R6164;TOKO ADIF;TKO;JAKARTA BARAT;-6.176661;106.7478642;Internal;
R6167;TOKO ABI MANIA 1;TKO;JL RAYA PURII KEMBANGAN NO 84;-6.1789161;106.7482875;Internal;
R6169;TOKO MARTHA;TKO;//JL MAWAR RT04 RW08 NO11 SRENGSENG;-6.1985113;106.7536623;Internal;
R6173;TOKO SURYA ABADI 1;TKO;JL RAYA SRENGSENG;-6.2005202;106.7559191;Internal;
R6210;TOKO RINDI JAYA;TKO;JAKARTA BARAT;-6.1836755;106.7529468;Internal;
R6255;TOKO NIDA;TKO;JL MESJIID ATAQWA RT02 RW08;-6.1750988;106.734548;Internal;
R6281;TOKO LARIS JAYA;TKO;JAKARTA BARAT;-6.1850034;106.7277349;Internal;
R6437;TOKO DAILY MART;TKO;JL HSJI MADIH RT017 RE04;-6.2016435;106.7343355;Internal;
R6486;CHIKEND;TKO;//JL HASIM ASHARI RT04 RW01;-6.1818748;106.7314751;Internal;
R6531;TOKO BAHAGIA3;TKO;JL TAMAN KOTA RT06 RW05 NO 31A;-6.1603933;106.7555349;Internal;
R6540;WARUNG MAMA AKBAR;TKO;JL KP BARUI RT07 RW010;-6.1678525;106.7507012;Internal;
R6549;TOKO SIREGAR;TKO;JLN MESJID ATAQWA;-6.1762799;106.7379019;Internal;
R6587;TOKO FEBRI BAROKAH;TKO;JL RAYA MERUYA UTARA RT06/01;-6.197482;106.7347888;Internal;
R6610;TOKO ALFIN BAROKAH 1;TKO;JL RAYA SRENGSENG RT04/03;-6.2168911;106.7600654;Internal;
R6671;TOKO DESIKA;TKO;JL BASMOL RT09/06;-6.1590868;106.7479226;Internal;
R6680;TOKO RAHMI;TKO;JL SIMPOANG 3 SMA 94 SEMANAN RT09/08;-6.1825673;106.7518773;Internal;
R6697;TOKO BERKAH ILAN;TKO;JL KEDOYA;-6.1834629;106.7592083;Internal;
R6740;TOKO MAHIRA JAYA;TKO;JAKARTA BARAT;-6.1625157;106.7484299;Internal;
R6741;TOKO SUMBER REZEKI;TKO;JAKARTA BARAT;-6.1641243;106.7481339;Internal;
R6798;TOKO ABU 3;TKO;JAKARTA BARAT;-6.1607451;106.7467666;Internal;
R7452;APOTIK MEDICAL PLUS;TKO;//JL RAYA SRENGSENG;-6.2104189;106.7589797;Internal;
R7487;KANTIN CI YEYEN;KTS;JL KOMPLEK TAMAN KOTA;-6.1759256;106.7482005;Internal;
R7701;CV MITRA SUMBER SENTOSA;TKO;//JL KEMBANGAN RAYA NO 1. KEMBANGAN UTARA;-6.1846333;106.7361713;Internal;
R7851;MADURA RACE;TKO;JL MASJID AT TAQWA;-6.1860166;106.7298045;Internal;
R7993;TOKO NURMA;TKO;JL KEMBANGAN UTARA;-6.1783079;106.7342207;Internal;
R7998;TOKO UMAM;TKO;JL PENYELESAIAN TOMANG 1 RT 2 RW 1 NO 35;-6.1972749;106.7301471;Internal;
R8521;TOKO NANA;TKO;JL TAMAN KOTA (SAMPING INDOMART);-6.1594319;106.7568862;Internal;
RR17429;TK CITRA SNACK;TKO;jl gede;-6.1592274;106.6875142;Internal;
R11488;LUCKY MART;GSR;TTS RAYA 56;-6.1566275;106.8059183;Internal;
R12707;TOKO AHMAD FAQIH;GSR;JL PATRA NO 2;-6.1830452;106.7794565;Internal;
R12785;FRESH KIOS;GSR;FRESH MARKET PIK;-6.1037883;106.7414762;Internal;
R12923;TOKO RIAN;GSR;KRENDANG;-6.151564;106.8058923;Internal;
R14175;TOKO CITRA JAYA;GSR;JL TSS RAYA NO.21;-6.1568719;106.803059;Internal;
R14437;TOKO SLAMET;GSR;JALAN PEKOJAN III;-6.1399043;106.8005435;Internal;
R16437;TOKO SUMBER MANDIRI;GSR;JL KRENDANG UTARA 12 RT.005/04;-6.1483178;106.8019065;Internal;
R20483;TOKO KOPERASI GAMA SMKN35;GSR;JL.KERAJINAN NO.42 KRUKUT TAMAN SARI;-6.1541917;106.8117482;Internal;
R21410;TOKO ADINA;GSR;JL TANAH SEREAL;-6.1517547;106.8107157;Internal;
R21591;TOKO INA;GSR;JALAN TANAH SEREAL;-6.1518057;106.8107052;Internal;
R22298;TOKO UMI;GSR;PEKAPURAN;-6.1498977;106.8103951;Internal;
R24377;FROZEN 12 AA;GSR;JL K BELAKANG PASAR TELUK GONG;-6.1366116;106.7820425;Internal;
R29300;TOKO HANIFAH;GSR;RUSUN TAMBORA;-6.1484105;106.7983516;Internal;
R29719;KOKARMINA RS HERMINA DAANMOGOT;GSR;JL KINTAMANI RAYA NO.2;-6.1593932;106.6874564;Internal;
R29742;KOKARMINA RS HERMINA BOGOR;GSR;JL RING ROAD 1 KAV 23,25,27;-6.1638197;106.7067097;Internal;
R29920;KOKARMINA KEMAYORAN;GSR;JL ANGKASA;-6.1595319;106.687492;Internal;
R30123;KOKARMINA RS HERMINA PERIUK;GSR;JL MOH.TOHA KP NAGRAK RT.004RW.06;-6.159347;106.6874225;Internal;
R30882;KOKARMINA RS HERMINA SUNTER;GSR;JL SUNTER AGUNG BLOK E NO.28-30;-6.1636895;106.7066506;Internal;
R31144;KOKARMINA RS HERMINA JATINEGARA;GSR;JL SEMANAN II;-6.1592805;106.6874019;Internal;
R31171;KOKARMINA RS HERMINA TANGKOT;GSR;JL SEMANAN 2;-6.1592091;106.6874814;Internal;
R31557;KOKARMINA RS HERMINA BITUNG;GSR;JL SEMANAN 2;-6.1592655;106.6874836;Internal;
R31563;KOKARMINA RS HERMINA CILEGON;GSR;KAWASAN PT.BONAULI JL TERUSAN BONAKARTA;-6.1637594;106.7066728;Internal;
R32104;KOKARMINA RS HERMINA DEPOK;GSR;JL SILIWANGI NO.20;-6.1593306;106.6874213;Internal;
R32170;KOKARMINA RS HERMINA GRAND WISATA BEKASI;GSR;JL GATE WAY BLVD NO.1 BLOK JA 1;-6.1593122;106.6874811;Internal;
R32269;KOKARMINA SERANG;GSR;JL SERANG;-6.1593454;106.6874247;Internal;
R32678;KOKARMINA RS.HERMINA SERPONG;GSR;JL PUSPITEK;-6.1531194;106.713044;Internal;
R32839;WR MADURA EVI SUGI;GSR;JL TANAH SEREAL VIII;-6.1576974;106.8082774;Internal;
R33022;WARUNG IPAH;GSR;JL TAWANG MANGU;-6.1555316;106.7591155;Internal;
R33262;TOKO SAHABAT KALIAN;GSR;JL PULO HARAPAN INDAH NO.71 RT.012/10;-6.1327847;106.7249724;Internal;
R34445;TOKO JAMIL;GSR;JL RAYA KRENDANG;-6.1483958;106.8018482;Internal;
R35060;TOKO GEMILANG SNACK;GSR;JL KRENDANG RAYA;-6.14836;106.802232;Internal;
R35522;MALVIN JAYA;GSR;JAKARTA BARAT;-6.1468279;106.8044176;Internal;
R35981;KOKARMINA RS HERMINA METLAND CIBITUNG;KOP;JL METLAND;-6.1584287;106.7662596;Internal;
R36023;TOKO MAJU JAYA;GSR;JL PETOJO;-6.1632973;106.8112512;Internal;
R36200;KOPERASI INDOFOOD;KOP;JL RAYA DAANMOGOT KM 19;-6.1609367;106.6826855;Internal;
R36202;KOPINDA (ABC INTERCALLIN);KOP;JL RAYA DAANMOGOT KM 11;-6.1560219;106.7516437;Internal;
R36871;KOKARMINA RS.HERMINA CIPUTAT;KOP;JL KERTAMUKTI NO.2;-6.1567035;106.8058559;Internal;
R7625;TOKO BAYOLUBIS;GSR;JL SAHABAT;-6.104291;106.7083337;Internal;
RR26783;TOKO MUTIARA;GSR;JL DURI UTARA 2;-6.1534665;106.8057734;Internal;
10741;WARUNG FAISAL NAURA;TKO;JAKARTA BARAT;-6.1607395;106.7039637;Internal;
R10594;MADURA HAYA;TKO;JL ELANG LAUT;-6.1563375;106.7137053;Internal;
R10667;TOKO NAURA 1;TKO;JL KRAMAT RAYA SEMANAN;-6.1656793;106.7079073;Internal;
R10789;WARUNG ASRI;TKO;JL RPV5 NO 8;-6.1565358;106.7081943;Internal;
R10811;WARUNG ADAM;TKO;JL DAHLIA NO 5;-6.1654313;106.6993437;Internal;
R10813;WARUNG UNI;TKO;JL DAHLIA NO 10;-6.1645331;106.6993342;Internal;
R10815;WARUNG RIRIN;TKO;JL DAHLIA NO 30;-6.1643065;106.6993062;Internal;
R10821;TOKO CAHAYA 3;TKO;JL DAHLIA NO 50;-6.1642042;106.6993056;Internal;
R10824;TOKO FITRI;TKO;JL DAHLIA NO 150;-6.1636532;106.6990865;Internal;
R10835;WARUNG WIWIK;TKO;JL MANDOR HUSEN;-6.1655296;106.6992254;Internal;
R10836;WARUNG BUDEH;TKO;JL MANDOR HUSEN NO 5;-6.1655854;106.6992121;Internal;
R10837;TOKO MILA;TKO;JL MANDOR HUSEN NO 10;-6.1655854;106.6992121;Internal;
R10838;MAMAH LIA;TKO;JL MANDOR HUSEN NO 15;-6.1655852;106.6992026;Internal;
R10839;TOKO ARIF;TKO;JL MANDOR HUSEN NO 20;-6.1655852;106.6992026;Internal;
R10841;TOKO DAMAR;TKO;JL MANDOR HUSEN NO 25;-6.1655759;106.6992029;Internal;
R10842;TOKO RIAN;TKO;JL SAWAH BALONG RT06 RW06;-6.1655759;106.6992029;Internal;
R11010;KITA KITA;TKO;PULO INDAH;-6.182461;106.7158264;Internal;
R11022;ENDAH;TKO;PULO INDAH;-6.1822978;106.7152711;Internal;
R11404;TOKO FIJI;TKO;JL KP SEMANAN;-6.1603964;106.7145946;Internal;
R11432;TOKO JAJA;TKO;JL PENDONGKELAN RAYA NO 230;-6.1559434;106.7153919;Internal;
R11451;ALIF 309;TKO;TAMAN LESTARI;-6.151947;106.6980077;Internal;
R11452;UNI ANAH;TKO;TAMAN LESTARI;-6.1518938;106.6988092;Internal;
R11510;KANTIN SLB;KTS;JL KENCANA MURNI NO 15;-6.1653609;106.7090402;Internal;
R11513;KANTIN RIA;KTS;JL KENCANA MURNI NO 20;-6.1653772;106.709024;Internal;
R12028;TOKO YAKINI;TKO;JL KAPUK MUARA NO 1;-6.1653431;106.7090444;Internal;
R12029;WARUNG NURUL;TKO;JL.SEMANAN RAYA NO 90;-6.1654926;106.7089951;Internal;
R12031;WARUNG SUGENG;TKO;JL KAPUK MUARA NO 3;-6.1633968;106.7144029;Internal;
R12035;MADURA 27 JAM;TKO;JL KAPUK MUARA NO 25;-6.155978;106.715359;Internal;
R12037;MADURA EKA;TKO;JL KAPUK MUARA 30;-6.1632885;106.7144424;Internal;
R12038;MADURA FAIZ;TKO;JL KAPUK MUARA NO 35;-6.1653021;106.7090252;Internal;
R12041;TOKO KIDS;TKO;JL KAPUK MUARA NO 2;-6.1634229;106.7144418;Internal;
R12139;TOKO IWAN;TKO;JL SEMANAN KALI DERES;-6.1563309;106.7138795;Internal;
R12140;TOKO MAMAN;TKO;JL DURI KOSAMBI RAYA NO 3;-6.1563236;106.7131723;Internal;
R12141;TOKO ROHMAN;TKO;JL DURI KOSAMBI RAYA NO 2;-6.1654676;106.709033;Internal;
R12150;HAMDALAH;TKO;KP PULO;-6.1817146;106.7127119;Internal;
R13295;TOKO UCOK;TKO;JL VETERAN III;-6.1608359;106.7033813;Internal;
R13298;TOKO RIZQUNA;TKO;JL SEMANAN RAYA NO 2;-6.1581885;106.7031499;Internal;
R13570;TOKO AIRA;TKO;JL KAMPUNG DURI NO 1;-6.1609984;106.7148194;Internal;
R13834;MAMAH BULE;TKO;PETA SELATAN;-6.1504461;106.7043879;Internal;
R14219;MAMA ARA;TKO;GAGA UTAMA;-6.1715025;106.695846;Internal;
R14239;JIHAN;TKO;WINDU GUTOMO;-6.1706386;106.7017476;Internal;
R14241;AIDAH 3;TKO;WINDU GUTOMO;-6.170621;106.7017611;Internal;
R14246;WARUNG EKO;TKO;WINDU;-6.171451;106.7018984;Internal;
R14248;SUMBER MAKMUR 5;TKO;WINDU;-6.1713897;106.7018074;Internal;
R16655;TOKO AGAM;TKO;JL.SEMANAN. RAYA;-6.157491;106.7042614;Internal;
R17096;WR ULFA;TKO;JL GAPENSI 2 NO 40;-6.1785566;106.7248229;Internal;
R20889;TOKO BAMBANG;TKO;JAKARTA BARAT;-6.1621196;106.7021538;Internal;
R20898;TOKO FADIL MADURA;TKO;JAKARTA BARAT;-6.1673914;106.7035945;Internal;
R20900;TOKO JAMILA;TKO;JAKARTA BARAT;-6.1682532;106.7025351;Internal;
R20901;TK UCOK;TKO;JALAN SMU 94;-6.168745;106.7024379;Internal;
R20903;TOKO KARIS;TKO;JAKARTA BARAT;-6.1690956;106.7024156;Internal;
R20905;MADURA ANJANI;TKO;JAKARTA BARAT;-6.1728951;106.7029853;Internal;
R20908;TOKO RITONGA;TKO;JAKARTA BARAT;-6.1693035;106.7023522;Internal;
R20922;TOKO BUDI;TKO;JAKARTA BARAT;-6.1711252;106.7110817;Internal;
R20924;TOKO ROIHAN;TKO;JAKARTA BARAT;-6.1709364;106.7106249;Internal;
R20926;MADURA ABIRA;TKO;JAKARTA BARAT;-6.1771995;106.7075747;Internal;
R20927;TOKO ROSI;TKO;JAKARTA BARAT;-6.1712228;106.7095224;Internal;
R20929;TOKO WISNU;TKO;JAKARTA BARAT;-6.1714105;106.7085226;Internal;
R20930;TOKO PAKDE;TKO;JAKARTA BARAT;-6.1713936;106.7079683;Internal;
R20931;TOKO ZAHRA;TKO;JAKARTA BARAT;-6.1714701;106.7071166;Internal;
R20936;TOKO IRA;TKO;JAKARTA BARAT;-6.1646238;106.7002307;Internal;
R20941;TOKO WULAN;TKO;JAKARTA BARAT;-6.1533627;106.7068341;Internal;
R21030;TOKO ZAIN;TKO;JAKARTA BARAT;-6.1658772;106.7022469;Internal;
R21032;TOKO WIRA;TKO;JAKARTA BARAT;-6.1636794;106.6992077;Internal;
R21033;TK NOVA;TKO;JAKARTA BARAT;-6.1710809;106.7109045;Internal;
R21040;TK YUDI 2;TKO;JAKARTA BARAT;-6.1809721;106.7198741;Internal;
R21045;TOKO DINAR;TKO;JAKARTA BARAT;-6.1827086;106.7000051;Internal;
R21051;TOKO JAYA ABADI;TKO;JAKARTA BARAT;-6.1840464;106.6885607;Internal;
R21056;TOKO IMEL 3;TKO;JAKARTA BARAT;-6.1860437;106.6899228;Internal;
R21257;MADURA RIZKI;TKO;JAKARTA BARAT;-6.1550291;106.6886203;Internal;
R21293;TOKO ZILA MADURA;TKO;JAKARTA BARAT;-6.1568682;106.7165405;Internal;
R21309;ENTI;TKO;JAKARTA BARAT;-6.1676556;106.6959476;Internal;
R21311;TOKO PAKDE WAGIMN;TKO;JLN MANDOR HUSAIN SEMANAN;-6.1661271;106.6992737;Internal;
R21316;IKWAL;TKO;JAKARTA BARAT;-6.1682493;106.6975677;Internal;
R21321;TOKO ALWI;TKO;JAKARTA BARAT;-6.1668574;106.6986658;Internal;
R21325;TOKO BAGINDA;TKO;JAKARTA BARAT;-6.15688;106.7030134;Internal;
R21326;DEKA;TKO;JAKARTA BARAT;-6.158017;106.7034684;Internal;
R21327;TOKO HJ SALA;TKO;JAKARTA BARAT;-6.1519242;106.7183161;Internal;
R21384;TOKO MARYAM;TKO;JAKARTA BARAT;-6.1662808;106.7001669;Internal;
R21393;TOKO HANA;TKO;JAKARTA BARAT;-6.1538172;106.7042768;Internal;
R22373;WR ANDI;TKO;JL PASAR DARURAT NO 10;-6.1512294;106.7183604;Internal;
R23402;TK GILANG;TKO;JL SEMANGKA 1;-6.1637677;106.7066431;Internal;
R23404;TK MDR RIZKY;TKO;JL SEMANGKA 2;-6.1637726;106.7066554;Internal;
R23481;KANTIN SD MIFTAUL MUIN;KTS;JL MASJID NURUL IMAN NO 8;-6.1713646;106.7075786;Internal;
R23616;WARUNG EEN;TKO;JLN. SEMANAN RAYA RT9/7;-6.157026;106.7059115;Internal;
R23770;WARUNG SEMBAKO PUTRI ATHARI;TKO;JLN.SMA 94;-6.1673533;106.7041767;Internal;
R23773;WARUNG DANI;TKO;JLN.SMA 94;-6.1674794;106.7027202;Internal;
R23913;WARUNG KENZI;TKO;JL. DARUL HUDA RT 11 RW 9 SEMANAN;-6.1651492;106.7011421;Internal;
R24155;WARUNG PUTRI;TKO;SEMANAN KECAMATAN KALIDERES;-6.1694672;106.6996359;Internal;
R24169;WARUNG AZIZ;TKO;JL. SEMANAN KALIDERES;-6.1721384;106.6931315;Internal;
R24175;WARUNG SIFA;TKO;JL. SEMANAN KALIDERED;-6.1693751;106.6958643;Internal;
R24179;WARUNG EGI;TKO;JL. SEMANAN KALIDERES;-6.1692927;106.6959052;Internal;
R24219;WARUNG AGUNG;TKO;JLN.SMA 94;-6.167488;106.7028;Internal;
R24225;WARUNG ABIDA;TKO;JLN.SMA 94 NO.5;-6.1674139;106.7034567;Internal;
R24456;TOKO WARDAH;TKO;JL GAGA NO 3;-6.1667086;106.6991435;Internal;
R24464;TOKO FADIL;TKO;JL GAGA UTAMA NO 5;-6.167006;106.7026848;Internal;
R25068;TOKO RIKO 2;TKO;JL PREPEDAN RAYA NO 90;-6.1555048;106.7160533;Internal;
R25999;TOKO SEMBAKO UVIEY 99;TKO;JL H LANCONG;-6.1624768;106.7048957;Internal;
R26462;TOKO MAMA ATAR;TKO;JL SEMANAN;-6.1553913;106.7010743;Internal;
R29095;WR MADURA 2;TKO;JLN KRESEK RAYA;-6.1803575;106.7131836;Internal;
R29170;WR INDAH;TKO;JLN RAYA PONDOK RANDU;-6.1766154;106.7242552;Internal;
R29173;WR TINA;TKO;081233231212;-6.1784573;106.7191107;Internal;
R29184;WR BU WANDA;TKO;JLN HJ MUCHTAR;-6.1767729;106.7175506;Internal;
R29187;WR EFENDI;TKO;JLN KH ABD HAMID;-6.1749464;106.7183103;Internal;
R29189;WR LIA;TKO;JLN AMD HAMID;-6.1745976;106.7177511;Internal;
R29202;WR SARAH;TKO;JLN DURI KOSAMBI;-6.1805568;106.7184776;Internal;
R29207;WR KIKI;TKO;JLN PETIR UTAMA;-6.1820534;106.7125498;Internal;
R29209;WR AISYAH;TKO;JLN PETIR UTAMA;-6.1833002;106.7128776;Internal;
R29232;WR TAUFIK;TKO;JALAN DURI KOSAMBI;-6.1655989;106.7227419;Internal;
R29252;WR ALFIN;TKO;JLN DURI KOSAMBI;-6.1846558;106.7198084;Internal;
R29257;WR HIDAYAT;TKO;JLN DURI KOSAMBI;-6.1779936;106.7155545;Internal;
R29269;WR ALFALIS;TKO;JLN DURI KOSAMBI;-6.1842574;106.7167166;Internal;
R29278;WR SARAH;TKO;JLN DURI KOSAMBI;-6.1850945;106.7175751;Internal;
R29283;WR MUJAIZ;TKO;JLN DURI KOSAMBI;-6.1850814;106.7174038;Internal;
R29287;WR AEL;TKO;JLN DURI KOSAMBI;-6.1851356;106.7165302;Internal;
R29293;WR INGRID;TKO;JLN DURI KOSAMBI;-6.1856636;106.7163393;Internal;
R29296;WR IDA;TKO;JALN DURI KOSAMBI;-6.1830841;106.714172;Internal;
R29301;WR SALIMIN;TKO;JLN DURI KOSAMBI;-6.1835159;106.7134509;Internal;
R29306;WR DANESA;TKO;JLN DURI KOSAMBI;-6.1871749;106.7108976;Internal;
R29319;BUNDA CIKA;TKO;JLN DURI KOSAMBI;-6.185305;106.7213229;Internal;
R29337;WR ARIS;TKO;JLN DURI KOSAMBI;-6.1851376;106.7221952;Internal;
R29343;WR PUTRA;TKO;JLN DURI KOSAMBI;-6.1845481;106.7220726;Internal;
R29348;WR BAHAR;TKO;JLN NURUL IMAN;-6.1818592;106.7224225;Internal;
R29358;WR MADURA IWAN;TKO;JLN NURUL IMAN;-6.1864726;106.7246738;Internal;
R29362;WR EDI;TKO;JLN DURI KOSAMBI;-6.1824813;106.7210042;Internal;
R29363;WR SINTA;TKO;JLN DURI KOSAMBI;-6.1795125;106.7195512;Internal;
R29382;WR KARIM;TKO;JLN DURI KOSAMBI;-6.1789299;106.7238853;Internal;
R29385;WR NENI;TKO;JLN DURI KOSAMBI;-6.1790885;106.7236621;Internal;
R29390;TOKO HANI;TKO;JLN DURI KOSAMBI;-6.1785017;106.7251932;Internal;
R29394;WR RIKA;TKO;JLN DURI KOSAMBI;-6.1791366;106.7246612;Internal;
R29397;WR ANGGI;TKO;JLN DURI KOSAMBI;-6.1727425;106.7186932;Internal;
R29398;WR AFIFA;TKO;JLN DURI KOSAMBI;-6.1738199;106.7173512;Internal;
R29500;TOKO BG ERIK;TKO;JLN DURI KOSAMBI;-6.1771014;106.7170487;Internal;
R29508;WR AUDY;TKO;JLN DURI KOSAMBI;-6.1801055;106.7161525;Internal;
R29512;WR KENI;TKO;JLN DURI KOSAMBI;-6.1763608;106.7189325;Internal;
R29517;WR ARFAN;TKO;JLN DURI KOSAMBI;-6.1728001;106.7182303;Internal;
R29520;WR LILIS;TKO;JLN DURI KOSAMBI;-6.1764128;106.7089482;Internal;
R29598;WR YUSLEN;TKO;JLN DURI KOSAMBI;-6.180427;106.71868;Internal;
R29608;WR BU IDA;TKO;JLN PETIR UTAMA;-6.1891275;106.7165071;Internal;
R29630;WR ROSI MADURA;TKO;JLN SMANAN RAYA;-6.1709781;106.7098908;Internal;
R29659;WR FITRI;TKO;JLN SEMANAN RAYA;-6.1710724;106.7009893;Internal;
R29662;WR BUDE ENI;TKO;JLN SEMNAN RAYA;-6.171753;106.7010867;Internal;
R29669;TOKO LABIB;TKO;JLN SMNANAN RAYA;-6.1684607;106.6962253;Internal;
R29681;WR DANIL;TKO;JLN SEMANAN RAYA;-6.1646907;106.699331;Internal;
R29706;WR MADURA SARI;TKO;JLN SEMANAN RAYA;-6.171347;106.708543;Internal;
R29778;WR CELSE;TKO;JLN DURI KOSAMBI;-6.172488;106.718473;Internal;
R30120;MADURA RAHMI;TKO;JLN.SMA 94;-6.167375;106.7042;Internal;
R30320;WR JAKA;TKO;JLN DURI KOSAMBI;-6.177568;106.715897;Internal;
R30418;WR BERKAH;TKO;JLN DURI KOSAMBI;-6.1783611;106.7232472;Internal;
R30457;WR SONI;TKO;JLN DURI KOSAMBI;-6.1827257;106.7224953;Internal;
